Phone timestamp;HR [bpm]
2021-11-13T11:43:04.162;112
2021-11-13T11:43:05.153;111
2021-11-13T11:43:06.181;111
2021-11-13T11:43:07.159;110
2021-11-13T11:43:08.172;109
2021-11-13T11:43:09.121;109
2021-11-13T11:43:10.210;109
2021-11-13T11:43:11.151;109
2021-11-13T11:43:12.146;109
2021-11-13T11:43:13.163;109
2021-11-13T11:43:14.190;109
2021-11-13T11:43:15.138;109
2021-11-13T11:43:16.140;109
2021-11-13T11:43:17.150;108
2021-11-13T11:43:18.141;108
2021-11-13T11:43:19.151;107
2021-11-13T11:43:20.153;106
2021-11-13T11:43:21.142;106
2021-11-13T11:43:22.189;106
2021-11-13T11:43:23.217;106
2021-11-13T11:43:24.153;106
2021-11-13T11:43:25.135;107
2021-11-13T11:43:26.152;107
2021-11-13T11:43:27.200;108
2021-11-13T11:43:28.139;109
2021-11-13T11:43:29.128;110
2021-11-13T11:43:30.163;111
2021-11-13T11:43:31.135;112
