Phone timestamp;HR [bpm]
2021-11-13T11:44:47.212;119
2021-11-13T11:44:48.156;119
2021-11-13T11:44:49.159;118
2021-11-13T11:44:50.150;117
2021-11-13T11:44:51.143;115
2021-11-13T11:44:52.130;113
2021-11-13T11:44:53.209;113
2021-11-13T11:44:54.231;114
2021-11-13T11:44:55.133;113
2021-11-13T11:44:56.120;113
2021-11-13T11:44:57.204;113
2021-11-13T11:44:58.131;112
2021-11-13T11:44:59.117;112
2021-11-13T11:45:00.203;111
2021-11-13T11:45:01.131;110
2021-11-13T11:45:02.116;110
2021-11-13T11:45:03.136;109
2021-11-13T11:45:04.130;109
2021-11-13T11:45:05.181;108
2021-11-13T11:45:06.143;108
2021-11-13T11:45:07.131;109
2021-11-13T11:45:08.116;109
2021-11-13T11:45:09.197;110
2021-11-13T11:45:10.144;110
2021-11-13T11:45:11.126;112
2021-11-13T11:45:12.140;113
2021-11-13T11:45:13.166;115
