Phone timestamp;HR [bpm]
2021-12-04T11:26:11.886;119
2021-12-04T11:26:12.873;119
2021-12-04T11:26:13.883;119
2021-12-04T11:26:14.917;119
2021-12-04T11:26:15.863;119
2021-12-04T11:26:16.905;120
2021-12-04T11:26:17.861;120
2021-12-04T11:26:18.902;120
2021-12-04T11:26:19.898;119
2021-12-04T11:26:20.859;120
