Phone timestamp;HR [bpm]
2021-11-13T11:41:49.129;87
2021-11-13T11:41:50.143;87
2021-11-13T11:41:51.163;87
2021-11-13T11:41:52.154;87
2021-11-13T11:41:53.148;87
2021-11-13T11:41:54.136;87
2021-11-13T11:41:55.154;87
2021-11-13T11:41:56.142;87
2021-11-13T11:41:57.164;87
2021-11-13T11:41:58.154;87
2021-11-13T11:41:59.144;87
2021-11-13T11:42:00.132;87
2021-11-13T11:42:01.217;88
2021-11-13T11:42:02.143;88
2021-11-13T11:42:03.134;89
2021-11-13T11:42:04.184;89
2021-11-13T11:42:05.211;90
2021-11-13T11:42:06.163;90
2021-11-13T11:42:07.153;91
2021-11-13T11:42:08.143;91
2021-11-13T11:42:09.133;92
2021-11-13T11:42:10.153;92
2021-11-13T11:42:11.174;93
2021-11-13T11:42:12.132;93
2021-11-13T11:42:13.248;94
2021-11-13T11:42:14.141;94
