Phone timestamp;HR [bpm]
2021-11-13T11:21:45.220;109
2021-11-13T11:21:46.215;108
2021-11-13T11:21:47.220;106
2021-11-13T11:21:48.201;104
2021-11-13T11:21:49.202;104
2021-11-13T11:21:50.197;105
2021-11-13T11:21:51.238;105
2021-11-13T11:21:52.201;105
2021-11-13T11:21:53.225;105
2021-11-13T11:21:54.208;106
2021-11-13T11:21:55.210;107
2021-11-13T11:21:56.196;107
2021-11-13T11:21:57.183;109
2021-11-13T11:21:58.199;110
2021-11-13T11:21:59.189;112
2021-11-13T11:22:00.175;113
2021-11-13T11:22:01.209;117
2021-11-13T11:22:02.225;120
2021-11-13T11:22:03.202;122
2021-11-13T11:22:04.222;124
