Phone timestamp;HR [bpm]
2021-11-13T11:15:26.219;76
2021-11-13T11:15:27.183;76
2021-11-13T11:15:28.246;76
2021-11-13T11:15:29.208;76
2021-11-13T11:15:30.197;76
2021-11-13T11:15:31.186;76
2021-11-13T11:15:32.246;76
2021-11-13T11:15:33.198;77
2021-11-13T11:15:34.203;78
2021-11-13T11:15:35.195;78
2021-11-13T11:15:36.188;78
2021-11-13T11:15:37.228;79
2021-11-13T11:15:38.182;79
2021-11-13T11:15:39.197;79
2021-11-13T11:15:40.188;79
2021-11-13T11:15:41.198;80
2021-11-13T11:15:42.192;80
2021-11-13T11:15:43.180;80
2021-11-13T11:15:44.194;81
2021-11-13T11:15:45.248;81
2021-11-13T11:15:46.205;81
