Phone timestamp;HR [bpm]
2021-11-13T11:23:43.204;99
2021-11-13T11:23:44.194;98
2021-11-13T11:23:45.176;98
2021-11-13T11:23:46.195;98
2021-11-13T11:23:47.181;98
2021-11-13T11:23:48.165;99
2021-11-13T11:23:49.209;99
2021-11-13T11:23:50.202;99
2021-11-13T11:23:51.236;99
2021-11-13T11:23:52.207;99
2021-11-13T11:23:53.189;99
2021-11-13T11:23:54.202;99
2021-11-13T11:23:55.209;99
2021-11-13T11:23:56.215;99
2021-11-13T11:23:57.177;99
2021-11-13T11:23:58.183;98
2021-11-13T11:23:59.261;99
2021-11-13T11:24:00.179;100
2021-11-13T11:24:01.179;101
2021-11-13T11:24:02.192;101
2021-11-13T11:24:03.201;102
2021-11-13T11:24:04.167;102
2021-11-13T11:24:05.200;102
