Phone timestamp;HR [bpm]
2021-11-13T11:37:24.141;101
2021-11-13T11:37:25.177;100
2021-11-13T11:37:26.142;99
2021-11-13T11:37:27.175;99
2021-11-13T11:37:28.151;99
2021-11-13T11:37:29.158;98
2021-11-13T11:37:30.181;98
2021-11-13T11:37:31.155;97
2021-11-13T11:37:32.141;97
2021-11-13T11:37:33.180;96
2021-11-13T11:37:34.174;95
2021-11-13T11:37:35.162;95
2021-11-13T11:37:36.202;96
2021-11-13T11:37:37.164;96
2021-11-13T11:37:38.156;96
2021-11-13T11:37:39.145;95
2021-11-13T11:37:40.174;94
2021-11-13T11:37:41.151;95
