Phone timestamp;HR [bpm]
2021-11-13T11:29:28.312;124
2021-11-13T11:29:29.157;125
2021-11-13T11:29:30.193;125
2021-11-13T11:29:31.161;124
2021-11-13T11:29:32.148;124
2021-11-13T11:29:33.207;124
2021-11-13T11:29:34.151;124
2021-11-13T11:29:35.165;124
2021-11-13T11:29:36.154;124
2021-11-13T11:29:37.167;124
2021-11-13T11:29:38.160;124
2021-11-13T11:29:39.194;124
2021-11-13T11:29:40.160;124
2021-11-13T11:29:41.151;124
2021-11-13T11:29:42.211;124
2021-11-13T11:29:43.155;125
2021-11-13T11:29:44.164;125
2021-11-13T11:29:45.154;125
2021-11-13T11:29:46.214;126
2021-11-13T11:29:47.157;126
2021-11-13T11:29:48.170;127
