Phone timestamp;HR [bpm]
2021-11-13T11:55:14.107;151
2021-11-13T11:55:15.142;151
2021-11-13T11:55:16.141;150
2021-11-13T11:55:17.109;150
2021-11-13T11:55:18.106;149
2021-11-13T11:55:19.114;149
2021-11-13T11:55:20.149;148
2021-11-13T11:55:21.119;149
2021-11-13T11:55:22.107;149
2021-11-13T11:55:23.115;149
2021-11-13T11:55:24.114;149
2021-11-13T11:55:25.124;149
2021-11-13T11:55:26.110;149
2021-11-13T11:55:27.100;149
2021-11-13T11:55:28.147;149
2021-11-13T11:55:29.099;148
2021-11-13T11:55:30.137;148
2021-11-13T11:55:31.108;148
