Phone timestamp;HR [bpm]
2021-11-13T11:52:48.167;125
2021-11-13T11:52:49.120;125
2021-11-13T11:52:50.107;125
2021-11-13T11:52:51.151;124
2021-11-13T11:52:52.128;124
2021-11-13T11:52:53.126;123
2021-11-13T11:52:54.113;123
2021-11-13T11:52:55.101;122
2021-11-13T11:52:56.115;121
2021-11-13T11:52:57.105;122
2021-11-13T11:52:58.122;123
2021-11-13T11:52:59.124;122
2021-11-13T11:53:00.122;121
2021-11-13T11:53:01.110;121
2021-11-13T11:53:02.100;121
2021-11-13T11:53:03.157;122
2021-11-13T11:53:04.102;122
2021-11-13T11:53:05.137;122
