Phone timestamp;HR [bpm]
2021-11-13T12:00:37.103;96
2021-11-13T12:00:38.110;96
2021-11-13T12:00:39.100;96
2021-11-13T12:00:40.094;96
2021-11-13T12:00:41.108;96
2021-11-13T12:00:42.104;96
2021-11-13T12:00:43.099;96
2021-11-13T12:00:44.174;96
2021-11-13T12:00:45.111;96
2021-11-13T12:00:46.155;97
2021-11-13T12:00:47.111;97
2021-11-13T12:00:48.137;97
2021-11-13T12:00:49.118;97
2021-11-13T12:00:50.120;97
2021-11-13T12:00:51.097;98
2021-11-13T12:00:52.092;99
2021-11-13T12:00:53.112;99
2021-11-13T12:00:54.142;100
2021-11-13T12:00:55.129;100
2021-11-13T12:00:56.119;100
2021-11-13T12:00:57.127;99
2021-11-13T12:00:58.089;99
2021-11-13T12:00:59.112;99
2021-11-13T12:01:00.094;98
2021-11-13T12:01:01.124;98
