Phone timestamp;HR [bpm]
2021-11-13T11:20:27.168;105
2021-11-13T11:20:28.176;105
2021-11-13T11:20:29.180;105
2021-11-13T11:20:30.202;106
2021-11-13T11:20:31.191;106
2021-11-13T11:20:32.210;106
2021-11-13T11:20:33.173;107
2021-11-13T11:20:34.191;107
2021-11-13T11:20:35.184;108
2021-11-13T11:20:36.183;108
2021-11-13T11:20:37.192;109
2021-11-13T11:20:38.186;109
2021-11-13T11:20:39.172;110
2021-11-13T11:20:40.196;111
2021-11-13T11:20:41.181;113
2021-11-13T11:20:42.218;114
2021-11-13T11:20:43.191;115
2021-11-13T11:20:44.180;115
2021-11-13T11:20:45.181;116
2021-11-13T11:20:46.220;117
2021-11-13T11:20:47.240;118
