Phone timestamp;HR [bpm]
2021-11-13T11:18:25.178;83
2021-11-13T11:18:26.185;84
2021-11-13T11:18:27.223;85
2021-11-13T11:18:28.197;87
2021-11-13T11:18:29.186;88
2021-11-13T11:18:30.177;88
2021-11-13T11:18:31.196;89
2021-11-13T11:18:32.186;90
2021-11-13T11:18:33.206;91
2021-11-13T11:18:34.199;91
2021-11-13T11:18:35.248;92
2021-11-13T11:18:36.209;93
2021-11-13T11:18:37.196;93
2021-11-13T11:18:38.187;94
2021-11-13T11:18:39.239;94
2021-11-13T11:18:40.260;95
2021-11-13T11:18:41.186;95
2021-11-13T11:18:42.178;95
