Phone timestamp;HR [bpm]
2021-11-13T10:55:36.254;101
2021-11-13T10:55:37.237;104
2021-11-13T10:55:38.226;105
2021-11-13T10:55:39.237;106
2021-11-13T10:55:40.230;107
2021-11-13T10:55:41.243;106
2021-11-13T10:55:42.258;105
2021-11-13T10:55:43.223;105
2021-11-13T10:55:44.234;105
2021-11-13T10:55:45.226;105
2021-11-13T10:55:46.231;105
2021-11-13T10:55:47.222;104
2021-11-13T10:55:48.236;104
2021-11-13T10:55:49.241;104
2021-11-13T10:55:50.261;103
2021-11-13T10:55:51.230;102
2021-11-13T10:55:52.220;102
2021-11-13T10:55:53.257;101
