Phone timestamp;HR [bpm]
2021-11-13T11:00:41.254;120
2021-11-13T11:00:42.230;120
2021-11-13T11:00:43.251;120
2021-11-13T11:00:44.302;121
2021-11-13T11:00:45.230;121
2021-11-13T11:00:46.219;121
2021-11-13T11:00:47.209;121
2021-11-13T11:00:48.261;121
2021-11-13T11:00:49.234;120
2021-11-13T11:00:50.218;120
2021-11-13T11:00:51.231;119
2021-11-13T11:00:52.281;119
2021-11-13T11:00:53.240;118
2021-11-13T11:00:54.230;118
2021-11-13T11:00:55.220;117
2021-11-13T11:00:56.271;116
2021-11-13T11:00:57.230;116
2021-11-13T11:00:58.220;116
2021-11-13T11:00:59.211;115
2021-11-13T11:01:00.230;115
2021-11-13T11:01:01.219;115
2021-11-13T11:01:02.210;116
2021-11-13T11:01:03.261;116
2021-11-13T11:01:04.220;116
