Phone timestamp;HR [bpm]
2021-11-13T10:57:39.234;100
2021-11-13T10:57:40.224;100
2021-11-13T10:57:41.241;101
2021-11-13T10:57:42.262;101
2021-11-13T10:57:43.252;101
2021-11-13T10:57:44.241;101
2021-11-13T10:57:45.235;102
2021-11-13T10:57:46.283;102
2021-11-13T10:57:47.254;102
2021-11-13T10:57:48.241;102
2021-11-13T10:57:49.230;102
2021-11-13T10:57:50.241;102
2021-11-13T10:57:51.232;102
2021-11-13T10:57:52.232;102
2021-11-13T10:57:53.243;102
2021-11-13T10:57:54.297;103
2021-11-13T10:57:55.228;103
2021-11-13T10:57:56.243;102
