Phone timestamp;HR [bpm]
2021-11-13T11:32:50.188;117
2021-11-13T11:32:51.169;117
2021-11-13T11:32:52.182;117
2021-11-13T11:32:53.218;117
2021-11-13T11:32:54.160;117
2021-11-13T11:32:55.147;117
2021-11-13T11:32:56.163;116
2021-11-13T11:32:57.153;115
2021-11-13T11:32:58.173;115
2021-11-13T11:32:59.160;114
2021-11-13T11:33:00.233;113
2021-11-13T11:33:01.180;109
2021-11-13T11:33:02.144;107
2021-11-13T11:33:03.156;107
2021-11-13T11:33:04.152;107
2021-11-13T11:33:05.170;108
2021-11-13T11:33:06.161;108
2021-11-13T11:33:07.171;108
2021-11-13T11:33:08.151;109
